station_id,date,water_temperature_c,conductivity_us_cm,ph,rainfall_24h_mm,turbidity_ntu,left_row_id,matched_rs_date,red,green,nir,swir,ndvi,ndwi,mndwi,ndti,matched_rs_row_id,match_type,time_delta_days
station-1,2024-01-01,10.398988535614059,438.8600750775461,7.558212020234742,0.0,18.41414237623031,0,2024-01-01,0.25967141821264716,0.447144297825522,0.40289680940002415,0.09926836567414049,0.21616700774113284,0.05205335136075652,0.6366542274538562,-0.2652358675097018,0.0,nearest,0.0
station-1,2024-01-02,12.143418377413978,443.1348873058013,7.605097543639055,0.0,17.58482729426725,1,2024-01-01,0.25967141821264716,0.447144297825522,0.40289680940002415,0.09926836567414049,0.21616700774113284,0.05205335136075652,0.6366542274538562,-0.2652358675097018,0.0,nearest,-1.0
station-1,2024-01-03,13.480652068458086,446.98075792712837,7.525685281021685,0.0,14.736075184038604,2,2024-01-01,0.25967141821264716,0.447144297825522,0.40289680940002415,0.09926836567414049,0.21616700774113284,0.05205335136075652,0.6366542274538562,-0.2652358675097018,0.0,nearest,-2.0
station-1,2024-01-04,12.879429300041865,452.02567439407824,7.504098204030191,5.872138062410645,23.817701522629463,3,2024-01-06,0.23398648422986842,0.46537446963137274,0.3899044756575064,0.08426799780166827,0.24991224661403075,0.08824021027242238,0.6933715904623616,-0.33085631121381354,1.0,nearest,2.0
station-1,2024-01-05,13.487695700316952,444.9455893674642,7.546979592066157,0.0,19.847595904517963,4,2024-01-06,0.23398648422986842,0.46537446963137274,0.3899044756575064,0.08426799780166827,0.24991224661403075,0.08824021027242238,0.6933715904623616,-0.33085631121381354,1.0,nearest,1.0
station-1,2024-01-06,13.339012990828584,442.4855357058462,7.554036151677935,0.0,13.069171650069196,5,2024-01-06,0.23398648422986842,0.46537446963137274,0.3899044756575064,0.08426799780166827,0.24991224661403075,0.08824021027242238,0.6933715904623616,-0.33085631121381354,1.0,nearest,0.0
station-1,2024-01-07,11.891442752975212,439.8237198837393,7.587628417150821,0.0,6.351987793781458,6,2024-01-06,0.23398648422986842,0.46537446963137274,0.3899044756575064,0.08426799780166827,0.24991224661403075,0.08824021027242238,0.6933715904623616,-0.33085631121381354,1.0,nearest,-1.0
station-1,2024-01-08,13.449470991118433,442.2847685476892,7.5168678648048495,1.763424454458212,17.613594107763138,7,2024-01-06,0.23398648422986842,0.46537446963137274,0.3899044756575064,0.08426799780166827,0.24991224661403075,0.08824021027242238,0.6933715904623616,-0.33085631121381354,1.0,nearest,-2.0
station-1,2024-01-09,14.705751988076136,437.71677605513065,7.5521855264095805,3.264086649452179,22.127125702658688,8,2024-01-11,0.23161143169049164,0.4531780227401985,0.3961172897674781,0.09077523742628461,0.262065208192009,0.0671859742216635,0.6662388330993666,-0.3235543269776395,2.0,nearest,2.0
station-1,2024-01-10,12.65105398960462,430.6641333030007,7.591541224446419,0.0,12.193097159764434,9,2024-01-11,0.23161143169049164,0.4531780227401985,0.3961172897674781,0.09077523742628461,0.262065208192009,0.0671859742216635,0.6662388330993666,-0.3235543269776395,2.0,nearest,1.0
station-1,2024-01-11,15.285177310811092,446.00799187332785,7.623190388212706,0.16685883269896026,12.536627322592349,10,2024-01-11,0.23161143169049164,0.4531780227401985,0.3961172897674781,0.09077523742628461,0.262065208192009,0.0671859742216635,0.6662388330993666,-0.3235543269776395,2.0,nearest,0.0
station-1,2024-01-12,14.247405480151444,441.3774215363636,7.537894579425662,3.830105226577177,15.926675333379375,11,2024-01-11,0.23161143169049164,0.4531780227401985,0.3961172897674781,0.09077523742628461,0.262065208192009,0.0671859742216635,0.6662388330993666,-0.3235543269776395,2.0,nearest,-1.0
station-1,2024-01-13,14.162204610537204,435.41734408418193,7.535219504370923,1.612922062629139,21.972050844700483,12,2024-01-11,0.23161143169049164,0.4531780227401985,0.3961172897674781,0.09077523742628461,0.262065208192009,0.0671859742216635,0.6662388330993666,-0.3235543269776395,2.0,nearest,-2.0
station-1,2024-01-14,15.414788569235895,444.0107012069053,7.618718649612146,1.6463074311279304,12.347669322384098,13,2024-01-16,0.21587197485490275,0.4333727832306914,0.44257654487568765,0.07206072269788524,0.344301130957881,-0.010507185004517193,0.7148557748837957,-0.3350058751604339,3.0,nearest,2.0
station-1,2024-01-15,14.003273871119918,449.74722683849006,7.617488210601071,0.0,14.227126578793987,14,2024-01-16,0.21587197485490275,0.4333727832306914,0.44257654487568765,0.07206072269788524,0.344301130957881,-0.010507185004517193,0.7148557748837957,-0.3350058751604339,3.0,nearest,1.0
station-1,2024-01-16,14.188978392412691,431.80025690160045,7.575324187797599,0.0,11.17159744661022,15,2024-01-16,0.21587197485490275,0.4333727832306914,0.44257654487568765,0.07206072269788524,0.344301130957881,-0.010507185004517193,0.7148557748837957,-0.3350058751604339,3.0,nearest,0.0
station-1,2024-01-17,16.51266429675095,432.3158089699789,7.558055414780324,0.0,12.290356594597444,16,2024-01-16,0.21587197485490275,0.4333727832306914,0.44257654487568765,0.07206072269788524,0.344301130957881,-0.010507185004517193,0.7148557748837957,-0.3350058751604339,3.0,nearest,-1.0
station-1,2024-01-18,13.506884794373619,438.91291833344184,7.594230320837774,5.431300355526011,22.228597926107422,17,2024-01-16,0.21587197485490275,0.4333727832306914,0.44257654487568765,0.07206072269788524,0.344301130957881,-0.010507185004517193,0.7148557748837957,-0.3350058751604339,3.0,nearest,-2.0
station-1,2024-01-19,16.775278433268817,450.8169869475972,7.623262401206885,1.0606061807757434,17.190614461082642,18,2024-01-21,0.23115322559746768,0.46939148048887397,0.4495432993201986,0.08637861626756342,0.3208332431976883,0.02159911846279149,0.6891570209635863,-0.3400757336706554,4.0,nearest,2.0
station-1,2024-01-20,14.77475202912382,438.2755821235383,7.600675026798665,0.0,12.155310992392064,19,2024-01-21,0.23115322559746768,0.46939148048887397,0.4495432993201986,0.08637861626756342,0.3208332431976883,0.02159911846279149,0.6891570209635863,-0.3400757336706554,4.0,nearest,1.0
station-1,2024-01-21,14.88741239877674,437.7425585745099,7.571545761563589,0.0,12.787578245522312,20,2024-01-21,0.23115322559746768,0.46939148048887397,0.4495432993201986,0.08637861626756342,0.3208332431976883,0.02159911846279149,0.6891570209635863,-0.3400757336706554,4.0,nearest,0.0
station-1,2024-01-22,14.267047625212678,442.797711972288,7.608924375420115,1.8565634598785272,16.175296775931844,21,2024-01-21,0.23115322559746768,0.46939148048887397,0.4495432993201986,0.08637861626756342,0.3208332431976883,0.02159911846279149,0.6891570209635863,-0.3400757336706554,4.0,nearest,-1.0
station-1,2024-01-23,15.500474539781099,427.93470204614755,7.592573802027986,0.0,6.9110620109024286,22,2024-01-21,0.23115322559746768,0.46939148048887397,0.4495432993201986,0.08637861626756342,0.3208332431976883,0.02159911846279149,0.6891570209635863,-0.3400757336706554,4.0,nearest,-2.0
station-1,2024-01-24,16.37531749011282,431.5657002680965,7.654818385655724,4.624107459579839,22.129900216178235,23,2024-01-26,0.19352089025992125,0.4693096533431434,0.41483402064159236,0.049337438251691436,0.36378950250226455,0.06161400494563911,0.8097456283810277,-0.416077330389859,5.0,nearest,2.0
station-1,2024-01-25,15.085513017579544,428.90299269081316,7.633187096143464,0.0,13.024803811566214,24,2024-01-26,0.19352089025992125,0.4693096533431434,0.41483402064159236,0.049337438251691436,0.36378950250226455,0.06161400494563911,0.8097456283810277,-0.416077330389859,5.0,nearest,1.0
station-1,2024-01-26,17.073575949328355,422.5265936473072,7.5778337180948325,0.0,5.1783185988915905,25,2024-01-26,0.19352089025992125,0.4693096533431434,0.41483402064159236,0.049337438251691436,0.36378950250226455,0.06161400494563911,0.8097456283810277,-0.416077330389859,5.0,nearest,0.0
