station_id,date,red,green,nir,swir,ndvi,ndwi,mndwi,ndti
station-1,2024-01-01,0.25967141821264716,0.447144297825522,0.40289680940002415,0.09926836567414049,0.21616700774113284,0.05205335136075652,0.6366542274538562,-0.2652358675097018
station-1,2024-01-06,0.23398648422986842,0.46537446963137274,0.3899044756575064,0.08426799780166827,0.24991224661403075,0.08824021027242238,0.6933715904623616,-0.33085631121381354
station-1,2024-01-11,0.23161143169049164,0.4531780227401985,0.3961172897674781,0.09077523742628461,0.262065208192009,0.0671859742216635,0.6662388330993666,-0.3235543269776395
station-1,2024-01-16,0.21587197485490275,0.4333727832306914,0.44257654487568765,0.07206072269788524,0.344301130957881,-0.010507185004517193,0.7148557748837957,-0.3350058751604339
station-1,2024-01-21,0.23115322559746768,0.46939148048887397,0.4495432993201986,0.08637861626756342,0.3208332431976883,0.02159911846279149,0.6891570209635863,-0.3400757336706554
station-1,2024-01-26,0.19352089025992125,0.4693096533431434,0.41483402064159236,0.049337438251691436,0.36378950250226455,0.06161400494563911,0.8097456283810277,-0.416077330389859
station-1,2024-01-31,0.23481172092984295,0.4358902036399865,0.4298465322559346,0.07962594414135486,0.2934362289060116,0.006980957528384754,0.6910826383070794,-0.29980305012410685
station-1,2024-02-05,0.1849228067363182,0.4370082816980081,0.45767449336212285,0.05123380446639324,0.4244519648371089,-0.023098926502441934,0.7901295037104124,-0.40532702038790136
station-1,2024-02-10,0.1787190185981307,0.43294021349608,0.4718475592676049,0.05801148402099901,0.4505742388905357,-0.04300162639541646,0.7636774276802212,-0.4156255338900744
station-1,2024-02-20,0.2944108835869433,0.41304761188130745,0.4725557507956947,0.10984125187047132,0.23227199101320398,-0.06719502366669657,0.5798676947053353,-0.16769425917465475
station-1,2024-02-25,0.2406815177700875,0.46707516662121396,0.4589185284885862,0.08536794207076108,0.31194539206449196,0.008808524481001523,0.6909439515939023,-0.3198749709384008
station-1,2024-03-01,0.24470813496150415,0.45549076535021726,0.476757377976246,0.08474947625299883,0.321635946352939,-0.022812180188576045,0.6862526345631105,-0.30103250704174894
station-1,2024-03-06,0.2992394517988047,0.4330038816176996,0.49708874413655035,0.11299440959185965,0.2484519490175215,-0.06890159188917527,0.5860997684020541,-0.18267756593259268
station-1,2024-03-11,0.27138401762656633,0.43275447869707667,0.4773829974920147,0.09942103722963731,0.2751175942663882,-0.04903492050652129,0.6263599723992992,-0.22917431998539628
station-1,2024-03-16,0.22712738730894894,0.4313814776449064,0.4751614272668599,0.08897240677149829,0.35317953925797124,-0.04829330127095812,0.6580311613459597,-0.3101766752225431
station-1,2024-03-21,0.20342376735012122,0.4389322656040883,0.5121403321371644,0.06545898031087674,0.4314310416191142,-0.07697421490950465,0.7404436304514593,-0.3666323443260249
station-1,2024-03-26,0.22629656518835448,0.3939913891633848,0.5019355530811146,0.09096495866053968,0.37850429962876875,-0.12048322115116364,0.6248530034972682,-0.27034996052807053
station-1,2024-03-31,0.2355104875369203,0.42512767216556263,0.501722787096061,0.09535722799129513,0.3610964245905339,-0.08264020820739297,0.6335831146588211,-0.2870212412707677
station-1,2024-04-05,0.3142444374420552,0.4015428036110978,0.495900447580315,0.13933473985376552,0.22422657168691965,-0.10514051316777016,0.4847826775680621,-0.12196133314782007
station-1,2024-04-10,0.21060277617470638,0.4561796918944639,0.48228056336311026,0.08246045405887548,0.3920974451047196,-0.02781244205326799,0.6938198733296097,-0.3683013988518396
station-1,2024-04-15,0.22010338391247017,0.4269043663427087,0.48820490224650986,0.08298421424380267,0.37850964554982525,-0.06698712165630819,0.6745005971761592,-0.31962674689549936
station-1,2024-04-25,0.22795303993639887,0.42271288149696024,0.4611101313892988,0.08137790127438178,0.3383682384364353,-0.04344450114163296,0.6771299771561379,-0.29932386981559256
station-1,2024-05-05,0.22535331171915882,0.42437542770201314,0.4662575883523547,0.061806410518187097,0.3483234237752558,-0.04702516063898635,0.74574776077837,-0.3063157036275761
station-1,2024-05-10,0.2259872648827416,0.4135461871594082,0.47681180382643285,0.09039382086776016,0.35689367005619227,-0.07105638103722114,0.6412516592138212,-0.2932746077281117
station-1,2024-05-15,0.2417250331270348,0.4356983021061364,0.4713376885524915,0.08915871989183341,0.3220090581718169,-0.03929214145127379,0.6602552079709881,-0.28633980982118873
station-1,2024-05-25,0.27219820347452334,0.4258629335839097,0.43425582293232456,0.09333989841458674,0.2293958465804992,-0.009757826212753281,0.6404491937946245,-0.22013076212338037
station-1,2024-05-30,0.23160573607238089,0.4603837500509522,0.4535602602349246,0.08277539459366647,0.32394270200034025,0.007465982313176164,0.6952075817564474,-0.33060908954012097
station-1,2024-06-14,0.21268414905158164,0.4748338821542585,0.42380103011270165,0.073184941280215,0.3316917470699323,0.05678930491674059,0.7329108484939998,-0.3812987022942389
station-1,2024-06-19,0.2026979469098542,0.47270297189495925,0.42963718334500994,0.08109062209585648,0.35889076152338295,0.047726778310665276,0.7071449616760959,-0.3997699995180711
station-1,2024-06-24,0.18953992830357452,0.4976703272461636,0.4106804288807264,0.06126652278007869,0.368432189828659,0.09576685853860327,0.7807747949443584,-0.44837863878515355
station-2,2024-01-01,0.2494909514648583,0.4410242967222434,0.41833724630281227,0.09021769370402533,0.2528289392426846,0.02639989024825338,0.6603517969969406,-0.2773774304915672
station-2,2024-01-06,0.27159068699560496,0.4340978978962339,0.43153820871709064,0.11343251817112307,0.22747965941488146,0.002957003710436299,0.5856576553834092,-0.23028176221036148
station-2,2024-01-16,0.263519030953425,0.40166352526383337,0.4762143201132726,0.10247549217030072,0.28752967383874256,-0.08492160411841215,0.5934633558344286,-0.20767906948132347
station-2,2024-01-31,0.2234999230537183,0.4216402743698444,0.48546218165543004,0.08024139167093312,0.3695010732755339,-0.07035799193537555,0.6802378046445172,-0.30712758576728144
station-2,2024-02-05,0.19788918433734673,0.43302731118673504,0.46301576731037647,0.07694668259851924,0.4011569020810544,-0.03346764998613635,0.6982329156536525,-0.3726929451322504
station-2,2024-02-10,0.1874225828717975,0.4235769823576606,0.4728750137878467,0.05897973583175713,0.4323087534471037,-0.05499238290745496,0.75555314594706,-0.3865050205022264
station-2,2024-02-15,0.22944996049774952,0.42344243821812694,0.46079436986129685,0.09944824695435114,0.33516307079727586,-0.042242000448159234,0.6196212716179955,-0.2971277933422509
